,Temperature_Max,Temperature_Avg,Temperature_Min,Dew_Point_Max,Dew_Point_Avg,Dew_Point_Min,Humidity_Max,Humidity_Avg,Humidity_Min,Wind_speed_Max,Wind_speed_Avg,Wind_speed_Min,Pressure_Max,Pressure_Avg,Pressure_Min,date
29,47,42,36,43,30,28,89,-,57,21,-,0,29.71,-,29.59,2016-11-30
0,42,40,37,33,31,29,79,-,57,22,-,9,30.03,-,29.71,2016-12-1
1,41,38,35,33,29,21,86,-,47,15,-,5,30.35,-,30.02,2016-12-2
2,35,33,31,24,22,20,73,-,46,14,-,0,30.39,-,30.32,2016-12-3
3,35,33,30,31,28,24,92,-,59,15,-,0,30.28,-,29.89,2016-12-4
4,35,34,33,31,30,28,89,-,75,20,-,5,30.08,-,29.94,2016-12-5
5,40,34,28,33,28,19,92,-,52,24,-,0,30.02,-,29.75,2016-12-6
6,30,27,24,18,16,13,66,-,51,25,-,10,30.2,-,30.04,2016-12-7
7,25,22,18,15,12,8,72,-,50,25,-,10,30.48,-,30.2,2016-12-8
8,26,23,20,16,13,11,75,-,41,15,-,5,30.59,-,30.48,2016-12-9
9,25,23,20,19,15,10,85,-,47,15,-,5,30.59,-,30.31,2016-12-10
10,35,30,25,31,26,19,92,-,70,18,-,6,30.3,-,29.75,2016-12-11
11,34,24,14,29,16,8,82,-,60,21,-,4,30.17,-,29.8,2016-12-12
12,25,15,5,19,7,-5,82,-,40,15,-,6,30.33,-,30.09,2016-12-13
13,21,13,4,7,-1,-8,64,-,34,28,-,7,30.36,-,30.17,2016-12-14
14,11,6,1,-2,-6,-10,64,-,41,17,-,6,30.53,-,30.36,2016-12-15
15,23,17,10,19,9,-2,85,-,38,16,-,4,30.41,-,29.71,2016-12-16
16,26,23,20,20,17,13,84,-,61,25,-,0,29.97,-,29.65,2016-12-17
17,20,8,-5,12,-1,-14,78,-,35,25,-,6,30.8,-,29.94,2016-12-18
18,16,5,-6,4,-5,-14,72,-,33,18,-,5,30.83,-,30.52,2016-12-19
19,30,23,16,17,10,3,71,-,36,26,-,6,30.49,-,30.19,2016-12-20
20,38,30,22,27,20,15,75,-,46,17,-,0,30.22,-,29.96,2016-12-21
21,39,33,27,28,24,21,81,-,47,15,-,5,30.39,-,30.06,2016-12-22
22,38,33,28,32,28,23,89,-,63,14,-,5,30.37,-,29.93,2016-12-23
23,37,36,34,36,31,30,100,-,71,12,-,0,30.42,-,29.95,2016-12-24
24,42,38,33,40,32,29,97,-,78,20,-,7,30.44,-,30.02,2016-12-25
25,55,43,30,54,39,17,100,-,34,33,-,8,30.09,-,29.86,2016-12-26
26,32,29,26,21,19,16,78,-,48,26,-,0,30.21,-,30.09,2016-12-27
27,44,34,24,30,25,20,85,-,38,26,-,0,30.2,-,29.79,2016-12-28
28,36,34,31,26,22,17,73,-,41,29,-,12,30,-,29.77,2016-12-29
29,37,31,25,22,17,14,66,-,36,24,-,7,30.13,-,29.67,2016-12-30
30,43,35,26,23,20,18,75,-,31,23,-,6,30.02,-,29.58,2016-12-31
0,39,30,21,24,20,17,82,-,31,10,-,0,30.21,-,30.03,2017-1-1
1,41,36,32,38,33,24,93,-,63,10,-,4,30.17,-,29.88,2017-1-2
2,42,33,21,39,34,12,93,-,68,20,-,0,29.95,-,29.77,2017-1-3
3,21,16,10,9,2,-1,68,-,28,23,-,12,30.12,-,29.97,2017-1-4
4,15,10,5,-1,-3,-7,61,-,34,20,-,8,30.18,-,30.07,2017-1-5
5,10,6,1,-5,-8,-10,63,-,32,16,-,6,30.51,-,30.19,2017-1-6
6,19,11,2,1,-4,-9,64,-,24,22,-,5,30.71,-,30.51,2017-1-7
7,20,12,4,1,-4,-7,61,-,21,18,-,6,30.8,-,30.46,2017-1-8
8,35,27,19,23,16,5,81,-,43,21,-,6,30.41,-,29.97,2017-1-9
9,52,40,27,47,33,18,86,-,50,40,-,13,29.99,-,29.24,2017-1-10
10,45,36,27,43,32,20,96,-,62,22,-,6,30.04,-,29.64,2017-1-11
11,31,27,22,26,19,6,89,-,38,21,-,7,30.56,-,29.84,2017-1-12
12,29,24,18,20,14,5,75,-,40,21,-,5,30.83,-,30.58,2017-1-13
13,35,30,25,20,19,17,71,-,41,10,-,0,30.63,-,30.47,2017-1-14
14,35,29,22,26,20,16,78,-,36,7,-,0,30.5,-,30.34,2017-1-15
15,39,36,33,37,32,25,100,-,63,12,-,0,30.32,-,29.85,2017-1-16
16,40,37,33,40,36,33,100,-,90,16,-,0,30.05,-,29.73,2017-1-17
17,36,34,32,32,31,30,100,-,75,18,-,6,30.18,-,30.06,2017-1-18
18,42,37,32,38,34,30,100,-,72,14,-,4,30.09,-,29.71,2017-1-19
19,47,42,37,45,39,36,100,-,85,20,-,0,29.69,-,29.61,2017-1-20
20,60,50,40,47,44,38,100,-,50,20,-,0,29.62,-,29.46,2017-1-21
21,46,43,40,42,39,35,100,-,65,17,-,0,29.71,-,29.58,2017-1-22
22,43,41,39,35,34,33,86,-,61,22,-,7,29.83,-,29.71,2017-1-23
23,39,38,36,33,31,30,79,-,67,18,-,0,29.92,-,29.77,2017-1-24
24,44,40,35,38,34,31,89,-,72,23,-,6,29.76,-,29.44,2017-1-25
25,35,34,32,32,26,20,89,-,59,21,-,8,29.96,-,29.6,2017-1-26
26,32,29,25,23,18,15,75,-,48,21,-,8,29.96,-,29.83,2017-1-27
27,30,28,26,22,19,16,75,-,51,18,-,9,29.86,-,29.74,2017-1-28
28,29,26,23,17,14,7,69,-,39,20,-,7,29.99,-,29.8,2017-1-29
29,39,28,17,29,13,5,73,-,37,18,-,6,30.06,-,29.48,2017-1-30
30,43,40,36,32,29,25,79,-,43,30,-,9,29.96,-,29.52,2017-1-31
0,39,31,23,29,22,10,79,-,38,22,-,7,30.29,-,29.95,2017-2-1
1,25,20,15,6,4,1,59,-,26,21,-,8,30.46,-,30.32,2017-2-2
2,29,22,15,5,2,-2,64,-,16,18,-,6,30.53,-,30.42,2017-2-3
3,34,25,16,13,7,4,65,-,24,23,-,5,30.5,-,29.94,2017-2-4
4,41,35,29,22,19,13,72,-,35,17,-,0,30.16,-,29.89,2017-2-5
5,55,41,27,43,36,20,96,-,56,16,-,0,30.1,-,29.65,2017-2-6
6,53,44,34,51,42,27,97,-,73,24,-,0,29.74,-,29.3,2017-2-7
7,34,27,20,25,18,7,72,-,51,22,-,5,30.15,-,29.75,2017-2-8
8,25,20,14,8,2,-4,62,-,22,22,-,9,30.38,-,30.16,2017-2-9
9,44,31,18,34,20,5,76,-,37,29,-,7,30.33,-,29.75,2017-2-10
10,52,45,38,36,33,31,79,-,47,22,-,0,29.96,-,29.78,2017-2-11
11,49,41,32,34,23,10,79,-,17,36,-,5,30.37,-,29.94,2017-2-12
12,45,36,27,24,20,17,72,-,21,18,-,4,30.38,-,29.96,2017-2-13
13,51,43,34,29,26,21,70,-,27,23,-,8,29.93,-,29.73,2017-2-14
14,36,32,28,17,12,9,50,-,24,21,-,5,29.97,-,29.82,2017-2-15
15,42,37,31,24,15,7,59,-,22,15,-,4,30,-,29.72,2017-2-16
16,67,50,32,39,32,24,73,-,23,20,-,0,29.73,-,29.64,2017-2-17
17,70,58,45,37,34,31,63,-,14,15,-,0,29.86,-,29.65,2017-2-18
18,67,53,38,39,33,28,81,-,17,10,-,0,30.12,-,29.87,2017-2-19
19,69,58,46,47,44,39,83,-,32,21,-,4,30.16,-,29.91,2017-2-20
20,65,59,53,55,52,45,90,-,55,16,-,0,29.96,-,29.85,2017-2-21
21,67,60,52,54,52,50,100,-,59,22,-,5,29.84,-,29.61,2017-2-22
22,59,49,38,51,39,33,89,-,53,25,-,7,29.84,-,29.64,2017-2-23
23,44,39,33,39,37,29,93,-,72,20,-,6,29.64,-,29.44,2017-2-24
24,34,29,23,27,16,12,79,-,37,24,-,8,30.1,-,29.6,2017-2-25
25,49,37,24,24,19,14,72,-,31,28,-,6,30.11,-,29.97,2017-2-26
26,54,44,33,39,30,23,73,-,29,15,-,4,30.2,-,30.03,2017-2-27
27,59,53,47,56,50,40,94,-,73,24,-,6,29.99,-,29.46,2017-2-28
0,54,43,32,51,36,22,93,-,59,28,-,4,30.1,-,29.42,2017-3-1
1,36,32,27,22,17,13,72,-,41,22,-,5,30.43,-,30.12,2017-3-2
2,33,27,21,15,6,-2,52,-,18,24,-,0,30.65,-,30.45,2017-3-3
3,42,36,29,26,24,19,82,-,40,23,-,6,30.61,-,30.39,2017-3-4
4,61,47,33,48,34,23,77,-,32,25,-,9,30.38,-,30.06,2017-3-5
5,64,58,52,56,49,42,87,-,60,33,-,14,30.06,-,29.58,2017-3-6
6,64,54,44,55,36,21,84,-,20,37,-,12,29.99,-,29.56,2017-3-7
7,52,46,40,25,17,11,47,-,11,43,-,10,30.18,-,29.96,2017-3-8
8,41,38,34,25,20,13,62,-,27,17,-,4,30.21,-,30.16,2017-3-9
9,37,30,23,8,0,-6,41,-,10,22,-,8,30.48,-,30.22,2017-3-10
10,30,24,18,5,-3,-10,41,-,14,18,-,4,30.57,-,30.48,2017-3-11
11,36,28,20,24,6,-5,85,-,10,18,-,0,30.53,-,30.29,2017-3-12
12,35,28,26,25,23,20,85,-,66,21,-,5,30.3,-,30.18,2017-3-13
13,29,25,20,24,18,4,93,-,38,25,-,0,30.4,-,30.21,2017-3-14
14,33,25,17,12,8,6,68,-,21,24,-,5,30.44,-,30.37,2017-3-15
15,42,31,19,25,14,9,68,-,22,14,-,0,30.41,-,30.22,2017-3-16
16,50,43,35,43,34,22,97,-,53,33,-,7,30.19,-,29.94,2017-3-17
17,45,41,36,33,31,29,76,-,53,22,-,6,30.34,-,29.99,2017-3-18
18,53,42,31,34,31,28,85,-,38,22,-,0,30.41,-,30.08,2017-3-19
19,54,48,41,45,40,34,93,-,54,22,-,5,30.13,-,29.97,2017-3-20
20,55,44,33,34,27,18,79,-,21,29,-,4,30.43,-,30.12,2017-3-21
21,35,32,29,24,18,16,73,-,36,26,-,5,30.63,-,30.45,2017-3-22
22,51,42,32,32,24,19,75,-,29,20,-,6,30.5,-,30.04,2017-3-23
23,82,62,41,50,42,33,89,-,19,30,-,5,30.08,-,29.88,2017-3-24
24,49,45,40,48,43,37,97,-,85,21,-,6,30.08,-,29.95,2017-3-25
25,62,55,48,56,51,47,100,-,64,20,-,5,29.93,-,29.81,2017-3-26
26,51,47,42,50,45,37,96,-,68,14,-,0,30,-,29.88,2017-3-27
27,47,42,37,38,37,35,93,-,65,22,-,7,30.26,-,29.99,2017-3-28
28,49,43,36,40,36,35,100,-,47,25,-,7,30.27,-,30.02,2017-3-29
29,46,43,39,44,41,39,100,-,85,29,-,6,30.01,-,29.57,2017-3-30
30,41,39,37,39,35,32,100,-,64,24,-,7,30.07,-,29.64,2017-3-31
0,56,45,33,33,25,16,89,-,13,14,-,0,30.25,-,30.11,2017-4-1
1,60,51,42,41,33,20,74,-,31,15,-,0,30.22,-,29.86,2017-4-2
2,52,49,46,51,45,39,97,-,56,13,-,6,29.84,-,29.32,2017-4-3
3,56,51,46,46,43,39,97,-,48,16,-,4,29.94,-,29.39,2017-4-4
4,48,44,39,42,40,37,97,-,72,36,-,6,29.95,-,29.64,2017-4-5
5,52,45,38,37,33,29,93,-,44,32,-,9,30.04,-,29.68,2017-4-6
6,54,46,37,27,19,12,65,-,14,22,-,4,30.13,-,30.04,2017-4-7
7,67,54,40,39,31,20,55,-,24,22,-,6,30.08,-,29.85,2017-4-8
8,77,67,57,55,47,38,53,-,37,28,-,12,29.84,-,29.64,2017-4-9
9,78,60,42,60,52,41,96,-,42,29,-,5,29.98,-,29.68,2017-4-10
10,55,49,42,45,41,37,100,-,48,20,-,0,30.32,-,29.99,2017-4-11
11,57,48,39,39,33,16,83,-,17,18,-,0,30.42,-,30.31,2017-4-12
12,62,54,45,48,41,25,90,-,40,16,-,0,30.38,-,30.24,2017-4-13
13,69,58,46,61,48,36,94,-,44,23,-,5,30.26,-,30.03,2017-4-14
14,82,73,63,58,55,51,84,-,27,31,-,7,30.01,-,29.79,2017-4-15
15,74,66,57,61,51,33,96,-,22,25,-,5,30.1,-,29.76,2017-4-16
16,69,57,45,41,37,32,80,-,19,15,-,0,30.19,-,30.1,2017-4-17
17,77,61,44,56,43,35,83,-,17,23,-,0,30.21,-,29.95,2017-4-18
18,70,58,46,59,51,40,87,-,62,20,-,0,30.1,-,29.93,2017-4-19
19,75,62,49,62,50,39,87,-,46,29,-,0,29.96,-,29.81,2017-4-20
20,52,49,45,39,34,32,66,-,40,23,-,6,30.16,-,29.96,2017-4-21
21,58,51,44,36,29,21,71,-,16,18,-,0,30.22,-,30.14,2017-4-22
22,69,54,39,39,31,25,70,-,15,16,-,0,30.17,-,30.04,2017-4-23
23,72,57,42,42,37,31,86,-,15,18,-,0,30.04,-,29.74,2017-4-24
24,80,69,57,54,49,39,75,-,26,21,-,6,29.73,-,29.51,2017-4-25
25,77,69,61,61,57,54,93,-,38,24,-,4,29.52,-,29.39,2017-4-26
26,61,52,43,61,47,36,96,-,58,28,-,6,29.88,-,29.27,2017-4-27
27,59,51,42,47,42,36,86,-,59,22,-,0,30.02,-,29.85,2017-4-28
28,47,44,41,44,40,36,97,-,62,35,-,13,30.21,-,29.95,2017-4-29
29,52,48,44,52,45,43,100,-,93,22,-,0,29.97,-,29.52,2017-4-30
0,58,52,45,55,46,40,100,-,54,26,-,7,29.52,-,29.42,2017-5-1
1,51,47,42,39,38,35,89,-,56,25,-,4,30.06,-,29.52,2017-5-2
2,56,47,38,41,33,27,89,-,24,13,-,0,30.2,-,30.08,2017-5-3
3,52,49,46,43,38,33,80,-,50,28,-,6,30.08,-,29.88,2017-5-4
4,58,51,43,41,38,35,86,-,32,32,-,6,29.87,-,29.78,2017-5-5
5,57,51,44,42,34,20,90,-,20,26,-,6,29.95,-,29.75,2017-5-6
6,58,48,38,33,27,21,62,-,19,22,-,4,30.08,-,29.96,2017-5-7
7,55,47,39,32,27,20,73,-,18,18,-,5,30.2,-,30.04,2017-5-8
8,60,52,43,45,39,29,86,-,43,12,-,0,30.02,-,29.92,2017-5-9
9,65,58,50,54,47,33,100,-,40,29,-,4,30,-,29.83,2017-5-10
10,63,56,49,50,46,40,97,-,47,17,-,5,30,-,29.86,2017-5-11
11,71,59,47,47,42,40,80,-,29,18,-,0,29.98,-,29.93,2017-5-12
12,81,65,48,50,46,40,80,-,23,21,-,0,29.94,-,29.77,2017-5-13
13,71,62,53,49,43,34,75,-,34,21,-,0,29.97,-,29.83,2017-5-14
14,85,68,51,58,51,36,72,-,28,16,-,0,29.99,-,29.79,2017-5-15
15,89,78,67,64,59,52,76,-,23,30,-,5,29.91,-,29.66,2017-5-16
16,86,76,65,62,60,55,70,-,27,35,-,9,29.72,-,29.57,2017-5-17
17,80,65,50,64,57,36,84,-,40,33,-,10,30.06,-,29.6,2017-5-18
18,50,47,44,47,41,31,96,-,52,29,-,10,30.17,-,30,2017-5-19
19,68,59,50,63,52,42,97,-,66,23,-,0,30.16,-,29.88,2017-5-20
20,66,59,52,64,52,41,97,-,47,22,-,5,30.04,-,29.83,2017-5-21
21,75,62,49,55,46,42,83,-,21,23,-,8,30.05,-,29.88,2017-5-22
22,65,61,57,56,55,53,93,-,65,18,-,0,29.86,-,29.67,2017-5-23
23,61,57,52,55,52,49,96,-,71,20,-,6,29.65,-,29.53,2017-5-24
24,70,62,54,55,52,50,89,-,51,17,-,0,29.78,-,29.52,2017-5-25
25,71,62,52,56,54,50,93,-,56,16,-,0,29.86,-,29.78,2017-5-26
26,75,66,56,58,55,52,93,-,47,13,-,0,29.92,-,29.81,2017-5-27
27,77,68,59,64,56,50,87,-,40,18,-,0,29.8,-,29.7,2017-5-28
28,78,70,61,52,47,41,70,-,17,30,-,5,29.87,-,29.74,2017-5-29
29,74,65,56,49,45,39,72,-,18,23,-,4,29.96,-,29.88,2017-5-30
30,74,64,54,48,44,41,72,-,23,21,-,5,30,-,29.93,2017-5-31
0,79,67,55,46,42,39,64,-,18,16,-,0,30.09,-,30.01,2017-6-1
1,85,72,58,45,43,40,57,-,12,15,-,0,30.09,-,29.98,2017-6-2
2,86,75,63,60,53,45,56,-,26,18,-,0,30.03,-,29.87,2017-6-3
3,91,81,70,63,60,53,68,-,29,21,-,4,29.87,-,29.69,2017-6-4
4,78,69,59,60,54,41,81,-,45,24,-,0,29.95,-,29.71,2017-6-5
5,75,65,55,49,46,41,77,-,23,22,-,7,30.06,-,29.96,2017-6-6
6,76,67,58,50,45,39,72,-,18,20,-,4,30.13,-,30.05,2017-6-7
7,83,70,57,49,46,41,72,-,17,15,-,0,30.05,-,29.8,2017-6-8
8,89,78,66,59,56,51,73,-,31,17,-,5,29.81,-,29.73,2017-6-9
9,91,80,68,59,54,45,73,-,15,30,-,4,29.87,-,29.75,2017-6-10
10,94,83,71,64,59,55,61,-,20,28,-,12,29.93,-,29.83,2017-6-11
11,95,85,74,67,63,59,64,-,27,23,-,5,29.96,-,29.82,2017-6-12
12,89,80,71,71,65,62,76,-,41,20,-,0,29.95,-,29.88,2017-6-13
13,90,79,68,74,68,60,93,-,50,31,-,0,29.91,-,29.78,2017-6-14
14,91,81,70,68,64,54,90,-,28,22,-,5,29.86,-,29.77,2017-6-15
15,86,77,67,67,63,59,87,-,36,25,-,7,29.86,-,29.66,2017-6-16
16,88,81,73,72,69,66,87,-,46,22,-,0,29.68,-,29.55,2017-6-17
17,80,75,70,69,62,55,93,-,38,24,-,9,29.73,-,29.51,2017-6-18
18,79,70,61,58,56,54,80,-,45,32,-,0,29.92,-,29.74,2017-6-19
19,80,70,59,58,55,50,87,-,34,28,-,4,29.96,-,29.89,2017-6-20
20,79,68,57,62,56,51,90,-,39,16,-,0,29.98,-,29.86,2017-6-21
21,89,81,73,72,69,62,79,-,55,25,-,5,29.86,-,29.67,2017-6-22
22,83,75,67,72,62,45,94,-,19,25,-,0,29.83,-,29.6,2017-6-23
23,75,69,62,56,50,41,78,-,22,25,-,4,30.04,-,29.84,2017-6-24
24,73,65,56,49,47,44,75,-,31,22,-,5,30.1,-,30.04,2017-6-25
25,74,65,55,50,46,40,80,-,20,25,-,4,30.11,-,30.01,2017-6-26
26,77,66,54,48,46,44,75,-,25,15,-,0,30.13,-,30,2017-6-27
27,83,73,63,65,56,47,79,-,39,26,-,7,30.04,-,29.74,2017-6-28
28,83,76,68,69,66,61,93,-,49,23,-,0,29.84,-,29.7,2017-6-29
29,83,75,67,70,68,66,97,-,62,16,-,4,29.84,-,29.76,2017-6-30
0,83,76,68,67,58,52,84,-,25,22,-,4,29.99,-,29.79,2017-7-1
1,89,76,62,65,60,56,81,-,31,21,-,4,30.04,-,29.94,2017-7-2
2,82,76,69,66,63,55,84,-,49,16,-,4,30.04,-,29.98,2017-7-3
3,84,76,68,68,64,58,81,-,53,14,-,4,30.07,-,30.01,2017-7-4
4,87,79,71,66,61,52,78,-,32,16,-,0,30.1,-,30,2017-7-5
5,92,82,72,69,66,62,78,-,33,17,-,0,29.99,-,29.86,2017-7-6
6,88,78,67,71,66,57,82,-,47,21,-,4,29.91,-,29.79,2017-7-7
7,78,71,64,59,54,48,81,-,31,16,-,4,30.04,-,29.9,2017-7-8
8,87,74,61,68,56,45,71,-,28,17,-,5,30.04,-,29.85,2017-7-9
9,85,77,68,72,69,65,96,-,60,26,-,4,29.88,-,29.75,2017-7-10
10,86,79,72,73,71,70,93,-,61,20,-,0,29.9,-,29.79,2017-7-11
11,80,75,69,75,71,66,93,-,67,24,-,4,30,-,29.84,2017-7-12
12,84,79,74,75,68,62,91,-,43,21,-,6,30,-,29.86,2017-7-13
13,75,70,64,67,60,56,87,-,45,20,-,4,30.13,-,30.01,2017-7-14
14,83,72,61,64,60,57,87,-,40,15,-,0,30.16,-,29.97,2017-7-15
15,81,73,65,65,61,54,78,-,36,32,-,5,30.04,-,29.85,2017-7-16
16,79,69,58,62,58,54,93,-,34,14,-,4,30.05,-,30,2017-7-17
17,90,77,63,64,60,54,93,-,26,14,-,0,30.06,-,29.98,2017-7-18
18,89,80,71,71,68,65,87,-,52,33,-,4,30.13,-,30.01,2017-7-19
19,89,80,70,74,70,68,96,-,57,23,-,0,30.11,-,29.91,2017-7-20
20,89,81,73,74,71,69,97,-,42,29,-,0,29.99,-,29.82,2017-7-21
21,87,80,72,72,70,67,93,-,50,22,-,0,29.86,-,29.66,2017-7-22
22,91,81,71,73,67,59,87,-,33,26,-,0,29.84,-,29.73,2017-7-23
23,75,72,68,67,60,57,81,-,49,20,-,6,30.09,-,29.87,2017-7-24
24,82,74,66,62,58,52,87,-,29,18,-,4,30.19,-,30.09,2017-7-25
25,85,77,68,72,66,58,81,-,52,13,-,4,30.1,-,29.91,2017-7-26
26,82,77,72,73,69,61,97,-,56,22,-,0,29.93,-,29.87,2017-7-27
27,79,75,70,66,62,57,87,-,44,22,-,7,30,-,29.9,2017-7-28
28,78,72,65,60,54,48,76,-,33,21,-,5,30.12,-,30,2017-7-29
29,84,74,64,64,60,54,87,-,33,13,-,0,30.18,-,30.13,2017-7-30
30,86,77,68,63,60,55,76,-,34,14,-,0,30.19,-,30.09,2017-7-31
0,86,79,71,66,63,59,76,-,41,18,-,0,30.09,-,29.98,2017-8-1
1,87,78,68,70,66,60,90,-,38,16,-,0,30.04,-,29.94,2017-8-2
2,86,75,63,70,67,64,93,-,49,29,-,4,30.01,-,29.78,2017-8-3
3,68,62,56,59,52,49,87,-,54,24,-,5,29.99,-,29.81,2017-8-4
4,79,69,59,58,56,54,83,-,36,17,-,4,30.05,-,29.99,2017-8-5
5,77,72,66,59,57,54,76,-,36,16,-,0,30.02,-,29.97,2017-8-6
6,77,69,60,64,57,45,87,-,38,18,-,0,30.12,-,29.98,2017-8-7
7,84,72,59,56,53,49,72,-,30,13,-,0,30.17,-,30.11,2017-8-8
8,83,74,64,58,57,53,78,-,28,14,-,0,30.18,-,30.09,2017-8-9
9,85,75,65,65,60,56,73,-,38,20,-,4,30.09,-,29.94,2017-8-10
10,80,73,66,63,60,56,84,-,40,17,-,5,29.99,-,29.93,2017-8-11
11,76,69,61,59,57,54,87,-,38,18,-,0,30.06,-,29.99,2017-8-12
12,77,68,59,59,56,52,86,-,41,15,-,0,30.07,-,29.95,2017-8-13
13,84,75,65,65,60,57,75,-,37,15,-,0,29.94,-,29.78,2017-8-14
14,84,76,68,67,65,63,90,-,53,16,-,4,29.97,-,29.79,2017-8-15
15,92,81,70,74,68,64,88,-,38,13,-,0,29.98,-,29.79,2017-8-16
16,84,79,73,71,68,64,93,-,45,26,-,9,29.79,-,29.69,2017-8-17
17,83,75,67,65,62,59,87,-,37,20,-,6,29.88,-,29.74,2017-8-18
18,82,73,64,63,58,54,84,-,30,14,-,0,29.97,-,29.86,2017-8-19
19,89,78,67,70,64,56,76,-,48,16,-,4,30.03,-,29.97,2017-8-20
20,87,80,72,72,70,66,94,-,46,29,-,4,30.06,-,29.89,2017-8-21
21,81,73,64,70,63,50,94,-,30,22,-,6,29.99,-,29.81,2017-8-22
22,78,69,60,57,52,49,72,-,28,20,-,0,30.02,-,29.99,2017-8-23
23,76,68,59,57,53,48,84,-,38,23,-,4,30.15,-,30.01,2017-8-24
24,73,63,53,54,49,47,80,-,28,14,-,0,30.25,-,30.16,2017-8-25
25,78,69,59,55,52,50,72,-,34,14,-,4,30.27,-,30.17,2017-8-26
26,79,72,64,64,56,51,90,-,40,14,-,0,30.16,-,30.02,2017-8-27
27,78,72,66,64,61,59,90,-,56,14,-,0,30.02,-,29.96,2017-8-28
28,76,70,63,66,62,60,93,-,58,15,-,0,30.03,-,29.99,2017-8-29
29,81,71,61,61,60,57,93,-,42,18,-,0,30.08,-,30.01,2017-8-30
30,74,70,66,63,58,50,84,-,47,22,-,8,30.16,-,30.04,2017-8-31
0,69,64,58,52,48,44,70,-,34,21,-,6,30.19,-,30.09,2017-9-1
1,74,62,50,58,49,43,87,-,35,25,-,0,30.09,-,29.93,2017-9-2
2,84,71,57,59,55,50,97,-,22,17,-,0,30,-,29.9,2017-9-3
3,84,75,65,70,59,52,90,-,48,25,-,6,29.88,-,29.67,2017-9-4
4,72,64,55,52,47,42,77,-,31,26,-,7,29.95,-,29.78,2017-9-5
5,67,59,50,47,45,43,89,-,35,16,-,5,30.03,-,29.94,2017-9-6
6,70,62,53,49,46,40,80,-,36,20,-,4,30.07,-,30.01,2017-9-7
7,72,66,59,56,50,46,73,-,37,17,-,0,30.3,-,30.07,2017-9-8
8,71,64,57,52,48,43,77,-,34,16,-,4,30.42,-,30.3,2017-9-9
9,70,62,53,54,47,41,70,-,36,15,-,4,30.46,-,30.33,2017-9-10
10,74,65,55,56,49,45,77,-,31,13,-,0,30.32,-,30.09,2017-9-11
11,77,68,58,60,54,48,90,-,27,17,-,0,30.08,-,29.82,2017-9-12
12,76,70,64,63,61,58,90,-,64,13,-,0,29.81,-,29.73,2017-9-13
13,80,70,59,62,61,59,100,-,46,12,-,0,29.93,-,29.79,2017-9-14
14,88,76,64,64,60,58,87,-,29,16,-,5,30.02,-,29.93,2017-9-15
15,88,78,67,64,62,60,87,-,29,17,-,6,30.09,-,29.99,2017-9-16
16,88,77,66,65,63,56,78,-,33,15,-,6,30.09,-,29.98,2017-9-17
17,76,68,59,62,56,54,81,-,39,14,-,5,30.1,-,29.96,2017-9-18
18,78,72,66,68,65,63,100,-,56,14,-,0,29.97,-,29.89,2017-9-19
19,92,79,66,68,66,64,93,-,34,22,-,0,29.91,-,29.82,2017-9-20
20,95,85,74,71,68,59,82,-,30,14,-,0,29.99,-,29.91,2017-9-21
21,95,85,75,68,67,63,76,-,29,15,-,4,30.04,-,29.98,2017-9-22
22,95,85,75,67,66,63,74,-,33,15,-,0,30.06,-,29.99,2017-9-23
23,92,83,73,66,63,58,73,-,23,15,-,0,30.06,-,29.96,2017-9-24
24,92,82,71,63,58,54,61,-,22,17,-,0,29.99,-,29.88,2017-9-25
25,93,83,72,67,61,57,69,-,26,20,-,4,29.94,-,29.86,2017-9-26
26,73,66,58,63,52,46,76,-,34,20,-,5,30.15,-,29.95,2017-9-27
27,73,64,54,48,45,41,69,-,23,13,-,5,30.22,-,30.1,2017-9-28
28,70,65,60,50,46,41,67,-,30,21,-,6,30.31,-,30.07,2017-9-29
29,66,62,57,49,45,40,67,-,35,18,-,6,30.44,-,30.32,2017-9-30
0,72,62,52,47,40,38,62,-,20,16,-,7,30.31,-,30.1,2017-10-1
1,83,73,62,52,49,42,63,-,24,21,-,6,30.19,-,30.1,2017-10-2
2,79,73,67,69,63,54,93,-,55,18,-,9,30.28,-,30.16,2017-10-3
3,72,67,62,69,62,53,93,-,49,17,-,5,30.31,-,30.21,2017-10-4
4,76,66,56,59,53,46,84,-,37,12,-,0,30.22,-,30.05,2017-10-5
5,72,67,62,67,63,58,97,-,83,14,-,0,30.05,-,29.76,2017-10-6
6,80,71,61,64,60,56,94,-,52,37,-,9,29.75,-,29.49,2017-10-7
7,80,68,56,55,52,46,93,-,32,17,-,0,29.83,-,29.72,2017-10-8
8,82,69,55,62,54,51,87,-,26,16,-,0,30.04,-,29.75,2017-10-9
9,74,67,59,60,57,53,97,-,64,23,-,8,30.15,-,29.96,2017-10-10
10,63,60,57,60,56,52,97,-,81,26,-,7,30.16,-,29.9,2017-10-11
11,60,59,57,57,54,52,93,-,74,12,-,0,30.18,-,30.1,2017-10-12
12,74,64,54,61,56,52,97,-,45,14,-,4,30.17,-,30.05,2017-10-13
13,68,65,62,65,62,56,100,-,65,41,-,0,30.12,-,29.79,2017-10-14
14,68,58,48,66,53,41,97,-,49,29,-,6,30.26,-,29.66,2017-10-15
15,63,53,43,42,40,34,89,-,28,16,-,4,30.33,-,30.22,2017-10-16
16,71,60,49,44,41,39,69,-,24,24,-,6,30.22,-,30.12,2017-10-17
